metadata_field,canonical_name,confidence,count,n_snapshots,support,corpora_count,figure_count,table_count,source_snapshot_count,source_document_count,source_both_count,top_observed_values,n_unique_observed_values,top_description_values,top_reasoning_values
time_reference,time_period,high,2,2,0.00952381,2,0,2,2,0,0,"['Base Year 1998', 'Last week; last 24 hours']",2,"['Reference year, base year, or time period used for the table’s calculations.', 'The recall period or temporal reference used for the reported indicators.']","['The base year is critical for interpreting present-value estimates and comparing results across analyses.', 'Time reference is critical for interpreting labor and activity measures collected through surveys.']"
geographic_unit_labels,geographic_entities,high,2,2,0.00952381,1,2,0,2,0,0,"['Country-code labels such as COL, BRA, MEX, PER, ARG, URY, CHL, VEN, DOM, BOL, ECU, PAN, CRI, SLV, GTM, HND, JAM, NIC, and PRY']",1,"['Geographic entity labels used as plotted observations.', 'Names or labels of individual geographic units shown in the figure.']","['Country labels make the plotted observations discoverable at the geographic-unit level.', 'Named geographic units would improve retrieval of subnational information, but labels are absent here.']"
series_label,series_labels,high,2,2,0.00952381,2,2,0,2,0,0,"['GDP def.; CPI; Exports; Imports', 'Average change CPI']",2,"['Named data series shown in chart legends.', 'Label identifying the plotted data series.']","['Series labels support discovery of specific plotted measures within the visualizations.', 'Series labels are important for discovering and reusing data embedded in charts.']"
indicator_groups,category_dimension,high,2,2,0.00952381,2,0,2,2,0,0,"['Income Statement Items; Funds Statement Items; Balance Sheet Items; Financial Ratios', 'Behavioral Change; Physical Health Inputs; Disease Incidence']",2,"['Higher-level groupings of indicators or line items presented in the table.', 'Higher-level groupings used to organize indicators or outcomes in the table.']","['Indicator groupings allow users to find tables containing particular classes of financial measures.', 'Grouped indicator domains enable faceted browsing across related health and behavior measures.']"
indicator_definition,indicator_definition,high,2,2,0.00952381,1,2,0,2,0,0,"['Share of Grade 3 pupils unable to read a single word of a short text in Arabic', 'A woman is literate if she is able to read parts of sentence or able to read whole sentence']",2,"['Textual definition or interpretation of the measured indicator.', 'A note defining how the displayed indicator is measured or classified.']","['Indicator definitions improve precision when searching for literacy, learning, or education outcome measures.', 'Definitions improve analytical reuse by clarifying what the indicator represents.']"
geographic_categories,geographic_entities,medium,2,2,0.00952381,2,2,0,2,0,0,"['Perú; Colombia; Venezuela', 'SAR; MENA; EAP; World; LAC; AFR; ECA; OECD']",2,"['Geographic entities used as categorical values in the snapshot.', 'The geographic or regional category labels shown in the figure.']","['Geographic categories enable place-based search and filtering even when they are not the overall geographic scope.', 'These labels expose regional content that may not be captured in document-level country metadata.']"
sector_topic,subject_domain,high,2,2,0.00952381,1,0,2,0,1,1,"['Urban investment; roads; solid and liquid waste; local development fund; intergovernmental fiscal transfer; technical assistance', 'Health; Health Services Delivery; Public Health; Universal Health Coverage']",2,"['Sectoral or thematic topics represented by the table contents.', 'The sectoral or topical domain associated with the table data.']","['These topics support thematic discovery of table data within infrastructure, waste, and governance domains.', 'Sector topics help users find financing data for health-related projects.']"
displacement_status,population_group,high,2,2,0.00952381,1,0,2,2,0,0,"['Host community; IDPs', 'IDP']",2,"['Population displacement or residency status represented in the snapshot.', 'The displacement or migration status of the population represented.']","['Displacement status supports humanitarian discovery and filtering by affected population type.', 'Displacement status is a key discovery facet for humanitarian assistance data.']"
entity_names,category_labels,high,2,2,0.00952381,2,0,2,2,0,0,"['Pella; Al-Hikma; Al-Keena Paper; Indo-Jordan; Jordan Telephone; MODAL; Zara; BTC; El-Zay; Jordinvest; JHTC; ATHC; JORDAN LIFE; JVC; MAICO', 'La Paix; Rayak; Notre-Dame du Liban; Rafik Hariri; Bekaa; Raee; Kassab; Tripoli; Elias Heraoui; Sahel; Iklim; Rayan Hospital; Notre Dame de la Paix; Dr Hamed Farhat; Nabih Berri / Nabatieh; Manara; Islamic - Tripoli; Khair; Al Mortada; Osman']",2,"['Named companies or counterparties listed as table entities.', 'The named entities listed in the snapshot.']","['Entity names enable discovery of tables containing specific firms or counterparties.', 'Entity names support fine-grained search for specific hospitals appearing only inside the table.']"
age_range,population_group,high,2,2,0.00952381,1,1,1,2,0,0,"['0 to 19 years', 'Women: 19-59 and 60+; Men: 19-59; Adolescent Boys: 10-18; Adolescent Girls: 10-18']",2,"['Age interval referenced by the indicator or population group.', 'Age ranges or age categories associated with represented groups.']","['Age ranges support demographic filtering and comparison across figures and tables.', 'Age breakdowns support demographic filtering and analytical reuse.']"
explanatory_variable,row_dimension,medium,2,2,0.00952381,1,0,2,1,0,1,"['Survey assignment indicators: Short; Proxy', 'Education']",2,"['The main independent variables or treatment indicators shown in table rows.', 'The main explanatory or predictor variable associated with the reported estimates.']","['These variables describe the experimental or regression contrasts being estimated.', 'Education is central to the table and aligns with the document’s theme of educated migrants and remittances.']"
expenditure_categories,category_labels,high,2,2,0.00952381,1,0,2,2,0,0,"['Supply and Install; Works; Goods; Services', 'Community sub-projects; Equipment and materials; Training and consultants; Incremental operating costs']",2,"['Categories of expenditure or procurement items used to organize the table.', 'The categories of expenditure or cost items represented in the table.']","['These categories are central facets for finding procurement-related tables.', 'These categories allow users to find tables containing specific types of project expenditures.']"
variable_definition,indicator_definition,high,2,2,0.00952381,1,0,2,2,0,0,"['Political affiliation (=1 if center and state govt. belong to same political party)', 'An illegal land reallocation is defined as one that did not involve the village committee.']",2,"['Definitions or coding explanations for variables used in the table.', 'Definitions or operationalization notes for key variables used in the table.']","['Variable definitions clarify the meaning of analytical indicators and improve reuse of regression tables.', 'Variable definitions clarify the meaning of indicators and improve analytical reuse.']"
